-1.019950575659164693e+00,-1.489206071651900665e+00,1.704381303490395266e-02
-1.003043962288054702e+00,-1.476651160337664415e+00,1.195718338839487672e-02
-9.914009361466841197e-01,-1.504889989820741958e+00,1.822879184996364270e-03
-1.009447905220828945e+00,-1.456053236699689668e+00,1.635786693714428447e-02
-9.850946210490769683e-01,-1.411878331828499533e+00,-1.831568867501864872e-02
-9.950449592235681706e-01,-1.348658599369030320e+00,2.596395531718617006e-02
-1.012474148926234552e+00,-1.285181262691231341e+00,5.574597157920782933e-03
-9.853974062138260992e-01,-1.214241192240338885e+00,-6.316592169999251001e-03
-1.016999718893289328e+00,-1.189993751889194318e+00,6.984544703576425068e-03
-1.016655476453893314e+00,-1.151095275794446371e+00,-1.912290018515228757e-02
-1.004351253120256082e+00,-1.117334804572946538e+00,-9.019454149562459305e-03
-9.995123952731391759e-01,-1.053856012433272538e+00,2.416108822467035247e-02
-1.016407398126188744e+00,-9.755106945449495415e-01,8.094738251596317324e-03
-1.000122710458964725e+00,-9.639074400610607718e-01,1.127948949575106885e-02
-9.913228505919339240e-01,-8.818926418581840565e-01,-1.102904712427024356e-02
-1.009598141202811883e+00,-8.425169233580430683e-01,-7.657760842436590540e-03
-1.003860536837417383e+00,-7.836595409194784256e-01,-4.163187625305467612e-03
-1.017692088874330159e+00,-7.061656822290235391e-01,4.758143578387524775e-03
-1.018356481892014331e+00,-6.744678212506911574e-01,6.289160785860534869e-03
-1.003187607938029524e+00,-6.531766638470168918e-01,-7.805538226601442357e-03
-9.864216036859190240e-01,-5.745492512365477644e-01,-1.719845309592617569e-02
-1.032449608768291727e+00,-5.476456455223415176e-01,1.429740206439961830e-02
-1.013444970777391374e+00,-4.863965877076533717e-01,2.001656233524791786e-02
-9.874768396948147009e-01,-4.345030898380092266e-01,-4.546128911637203202e-03
-9.804966601966845774e-01,-3.876553362897267041e-01,-2.170045000795067791e-03
-9.931080857985038479e-01,-3.599029402675847922e-01,1.042792004664617501e-02
-1.007958993531277159e+00,-2.923599902046922772e-01,1.669479348483481757e-02
-9.807558908912900053e-01,-2.270287975755541920e-01,1.750575579220724556e-02
-1.003842732662899140e+00,-1.730395952400385073e-01,5.348393847373592198e-03
-9.980587456479568242e-01,-1.127702578969225350e-01,-1.093590037125077505e-02
-9.867127295391966424e-01,-8.626813171043976047e-02,6.370498017795330793e-03
-1.003575321332185855e+00,-3.591939937533935451e-02,2.797026816913288517e-03
-9.789355878123179311e-01,2.204273933411451253e-02,8.931301895815074027e-03
-9.764907629442731718e-01,6.885863221818255830e-02,2.598939764292793400e-02
-1.000473276482332086e+00,1.242987363596441963e-01,7.875008915923272304e-03
-1.010458432661116568e+00,1.670124048983497311e-01,1.032925939089927685e-02
-9.955466588623015367e-01,1.809665971289793340e-01,1.991728274214061428e-02
-1.001372957736642144e+00,2.454961062515892967e-01,1.107309509564373450e-03
-1.002103392888915590e+00,3.439776864565244896e-01,1.414821126318275852e-03
-1.022242291009680448e+00,3.886818688258759646e-01,1.308980515575925221e-02
-9.972344942313285943e-01,4.361938376766780201e-01,8.219977281419210908e-04
-1.006771144019666719e+00,4.816834538279733402e-01,-5.510836546413725757e-03
-1.001059717784174241e+00,5.231667107180901777e-01,-2.429213787663120697e-02
-1.005128438588113404e+00,5.923939232360936336e-01,8.842768840156107427e-04
-1.038444533205981068e+00,6.517082693435924945e-01,3.967471697107534216e-03
-9.697517906731837334e-01,6.988002095021285109e-01,2.148177899130263718e-02
-9.935691325748826630e-01,7.382375490715086253e-01,-8.715020051987647232e-03
