3.635674771980114406e-02,-1.433565616997939385e-02,-8.457959329837113488e-03
-1.479766968973931007e+00,-3.009443310720541831e+00,6.353158669333012869e-03
-1.519984173650063664e+00,-2.977502752518155660e+00,-3.001223868639877126e-02
-1.508873771097196448e+00,-2.926855864321177059e+00,-2.073898153943984531e-03
-1.517968109698443868e+00,-2.906420454044214896e+00,-3.897678155798414007e-03
-1.485500906291071566e+00,-2.869384343033874796e+00,-2.331822432499834966e-02
-1.502132959977795501e+00,-2.836639762933953257e+00,4.737117549810823496e-03
-1.490491603245042818e+00,-2.745050707369765419e+00,1.670711114105278465e-03
-1.499612829474959108e+00,-2.699800712710469952e+00,1.811957731580663908e-02
-1.509532641130298947e+00,-2.660640009079616952e+00,6.774667079703360940e-03
-1.477391932056632884e+00,-2.619499780968250313e+00,4.687233736837420790e-03
-1.503582494797941260e+00,-2.542591791987108163e+00,6.842518304722248861e-03
-1.481406043276915385e+00,-2.483020452302673320e+00,1.466933155199145111e-03
-1.484917593137773828e+00,-2.436736208382893398e+00,-1.858651512596937519e-02
-1.494402926166688683e+00,-2.381321292936672940e+00,-1.712112814414390536e-03
-1.497620212653917537e+00,-2.341100867873461944e+00,2.538490024808447848e-02
-1.511271470906941028e+00,-2.295584016400453731e+00,7.767498890730316179e-03
-1.491948477131503026e+00,-2.256728372095953450e+00,-4.611206404394168750e-05
-1.519028961866346394e+00,-2.211244408168112852e+00,8.574582621329420937e-03
-1.496457538523689790e+00,-2.148096989006151425e+00,-1.769297105749386648e-03
-1.476144819709909628e+00,-2.103115868344157757e+00,2.032398117483975516e-02
-1.534034946191642268e+00,-2.081158698852097810e+00,1.529139233318008466e-03
-1.485334094514599634e+00,-1.969343904618304553e+00,1.035938540629157203e-02
-1.526184867490734565e+00,-1.938352525367895263e+00,1.844099541617711877e-02
-1.505891366394124908e+00,-1.892833170054427860e+00,-1.219221262691536946e-02
-1.487987057853298323e+00,-1.829549712044759247e+00,-1.199297288957931144e-03
-1.530755929588200059e+00,-1.819576944940590524e+00,1.076463586097234360e-02
-1.502341242787248232e+00,-1.753606192518301743e+00,1.161783200592317322e-02
-1.501485489562540243e+00,-1.697444247792659899e+00,2.737840389964683006e-03
-1.541474282123995732e+00,-1.646209901619354543e+00,-5.356722635916967047e-03
-1.469003277168540622e+00,-1.592204012382638423e+00,7.205856825890020502e-03
-1.528503793814318445e+00,-1.530765989426396301e+00,-2.343265259804281839e-02
-1.486902434236779591e+00,-1.489134566272385163e+00,7.426658562509577156e-04
-1.534537944365921280e+00,-1.436384842443615639e+00,-5.989483283951462476e-03
-1.500268893188563490e+00,-1.378416579285292709e+00,6.460062861206494061e-03
-1.482848134827358333e+00,-1.315903382729634918e+00,3.058686766996692244e-02
-1.516598893190990394e+00,-1.292595461167384885e+00,-3.609546054290742843e-03
-1.501192743531454710e+00,-1.243125460033746910e+00,-1.123999833297267652e-02
-1.491408866867566907e+00,-1.189339448322728421e+00,1.182105760366686936e-02
-1.505626541761644566e+00,-1.132831340304911505e+00,-1.622818739731089407e-02
-1.533062159243266942e+00,-1.071029459784812010e+00,-1.926245468911698400e-02
