-1.161857703271932350e-02,-1.327595216562699838e-03
-1.492390082356955583e+00,-3.018686411441960704e+00
-1.485131617718551178e+00,-2.979375976656041036e+00
-1.469173876840186521e+00,-2.969237096068023884e+00
-1.496493565303922857e+00,-2.875770391598818421e+00
-1.472483396201574646e+00,-2.854157130243330176e+00
-1.493472764466097003e+00,-2.785980206979969509e+00
-1.489615179205540985e+00,-2.757146572992484224e+00
-1.477437802552376889e+00,-2.704059435444341908e+00
-1.491529248279462205e+00,-2.641769116875193557e+00
-1.533199429536545422e+00,-2.586031796281210493e+00
-1.468918704261824582e+00,-2.528587138425890224e+00
-1.507428622020606124e+00,-2.530028703948386859e+00
-1.506070303826271051e+00,-2.441491432356492908e+00
-1.504121208970045975e+00,-2.412754621932345245e+00
-1.494601593607855827e+00,-2.305782295369677826e+00
-1.496852841762311259e+00,-2.284331591880038204e+00
-1.513393089335444808e+00,-2.246762300812178204e+00
-1.513265900440046829e+00,-2.183822165345758126e+00
-1.490486754051856044e+00,-2.142671578883657446e+00
-1.487778529997404009e+00,-2.085602092167527566e+00
-1.477728781235963851e+00,-2.039877034430733982e+00
-1.496368608742269402e+00,-2.009659188897797932e+00
-1.492867716874066941e+00,-1.942652859193670700e+00
-1.502822875949640480e+00,-1.890496752435738337e+00
-1.498083531316219075e+00,-1.838503625569606781e+00
-1.487691069688601875e+00,-1.813367686548456259e+00
-1.512018524160118949e+00,-1.727047355787722616e+00
-1.478514449977075484e+00,-1.707267837927507692e+00
-1.505988533128507445e+00,-1.631850687095687702e+00
-1.495141779142621141e+00,-1.590837191601336187e+00
-1.514507149923650653e+00,-1.528088139967292092e+00
-1.500230118539088942e+00,-1.491420361817918039e+00
-1.510057050442787707e+00,-1.441608870266805953e+00
-1.505163492718021523e+00,-1.394059583712557115e+00
-1.504284801381815750e+00,-1.332544865968743997e+00
-1.507015169419564593e+00,-1.268310882938926687e+00
-1.479046560729606163e+00,-1.255964946556142658e+00
-1.503805586610749367e+00,-1.203129734286728647e+00
-1.489622270239159940e+00,-1.114333336799340879e+00
-1.488392019906305652e+00,-1.082871190125428651e+00
-1.512260567624323482e+00,-1.071199266100254288e+00
-1.479103146412463765e+00,-9.828518536268197048e-01
-1.512947230665721676e+00,-9.468817437202146081e-01
-1.514853597133575036e+00,-8.585806100242105998e-01
-1.491153889270986799e+00,-8.394153410585570851e-01
-1.493344537168369790e+00,-7.749066930054321345e-01
-1.504916396361571040e+00,-7.442995955487574644e-01
-1.498546417247067275e+00,-6.683305606119265274e-01
-1.499848459005075796e+00,-6.116417334340227274e-01
-1.490377136763357591e+00,-5.916366906317596097e-01
-1.524892827846727972e+00,-5.331802751335579238e-01
-1.507989191242589122e+00,-4.667778963156616889e-01
-1.516169783652741909e+00,-4.384294704140819232e-01
-1.496483278539666895e+00,-4.044684326176902767e-01
-1.514282475295419372e+00,-3.485215488738040435e-01
-1.485626656961414049e+00,-2.905218644952672902e-01
-1.496051247710923127e+00,-2.430568584153062206e-01
-1.495086428305931969e+00,-1.376564255905116663e-01
-1.475267919479485990e+00,-1.163676673997064148e-01
-1.498739475277271804e+00,-8.145447723820062325e-02
-1.498948666311016753e+00,-1.544145858790967919e-02
-1.497034855643055273e+00,2.378219802020374932e-02
-1.503290430436995617e+00,3.888487904040738991e-02
-1.508956986199207373e+00,1.255230048130101250e-01
-1.505524971898786868e+00,1.757485375112743109e-01
-1.495948974074954974e+00,2.558487687159204382e-01
-1.487408938707575956e+00,2.576647435816226128e-01
-1.468814881389731486e+00,3.366323555229683295e-01
-1.477927104189087570e+00,3.516138366234845547e-01
-1.528594766928811799e+00,4.497132366357705635e-01
-1.477144521035474112e+00,4.835855982837382050e-01
-1.493252614965024483e+00,5.221573550521592111e-01
-1.506074226892658796e+00,5.947984097449003915e-01
-1.529433318161674160e+00,6.364979361147069525e-01
-1.483514001093688028e+00,6.809882991251960949e-01
-1.497943017760510642e+00,7.400713683231426865e-01
-1.515291158277018768e+00,7.722625567195048335e-01
-1.514854509680236605e+00,8.232707510319102751e-01
-1.515713540697905204e+00,8.860219554015488219e-01
-1.497411455999021257e+00,9.300383505963322195e-01
-1.512132122639756382e+00,9.696928298912546040e-01
-1.507149136342114559e+00,1.028477953822538371e+00
-1.499549858541747493e+00,1.065710001326652945e+00
-1.494862563632046948e+00,1.139921961486327628e+00
-1.501587268668937103e+00,1.196591331455794771e+00
-1.517072106775149587e+00,1.246081095384343529e+00
-1.485265241916411849e+00,1.295691684389944642e+00
-1.502231858454424307e+00,1.337330619975181545e+00
-1.506008836113476024e+00,1.396432590307906674e+00
-1.498099911957604613e+00,1.426140339318321404e+00
-1.516234422866981513e+00,1.504348551820221980e+00
-1.517011394161123849e+00,1.546649089835497204e+00
-1.468080674935352326e+00,1.588099907845344383e+00
-1.516784312934987167e+00,1.664716545799759917e+00
-1.506386768701633683e+00,1.697603488915608416e+00
-1.498214848336214988e+00,1.744193328826851630e+00
-1.489066771475187068e+00,1.814726170446008924e+00
-1.488385764721067428e+00,1.824553734206766809e+00
-1.501216274941056028e+00,1.886977375788711386e+00
-1.486936771456260242e+00,1.921606226449819932e+00
-1.509277041016754639e+00,1.972461459761981617e+00
-1.486053121006644773e+00,2.026097584690379705e+00
-1.508658833630079021e+00,2.095682425513145652e+00
-1.531908541091780984e+00,2.148397662363650706e+00
-1.511916090391069556e+00,2.199977629128861523e+00
-1.483134082802439524e+00,2.236989093682788088e+00
-1.485892227774405994e+00,2.284647626274391108e+00
-1.485797002153315116e+00,2.359293771547190222e+00
-1.522262202733512870e+00,2.391834009687118900e+00
-1.504165592341516700e+00,2.425213520732483197e+00
-1.479346800342775881e+00,2.477715424061274430e+00
-1.498121244593380919e+00,2.536571469280556101e+00
-1.490059788521836737e+00,2.582943237169414541e+00
-1.500585610046921259e+00,2.641694753459723710e+00
-1.473123825771635698e+00,2.704570448196616628e+00
-1.517025002237444298e+00,2.774749460516224175e+00
-1.494811791078680230e+00,2.785734118218682553e+00
-1.506959807539355323e+00,2.817087456783932797e+00
-1.500584515544810982e+00,2.912748616345288699e+00
-1.487030652131647201e+00,2.955838721010266568e+00
-1.492594818797720935e+00,2.992232649339343631e+00
-1.511248110078627915e+00,3.005558524770663542e+00
-1.442521802214848270e+00,3.005553316079240034e+00
-1.381017245661431581e+00,2.980660857576701073e+00
-1.363556801526534468e+00,2.996143017224154104e+00
-1.311224583038564040e+00,3.009423507968801204e+00
-1.247211779763360839e+00,3.027767822894310790e+00
-1.186079738173509535e+00,2.987061051639155806e+00
-1.149897307363088705e+00,3.005911121072133430e+00
-1.082259000802308524e+00,3.011139994110708429e+00
-1.045514840014633018e+00,2.996446037402014984e+00
-1.003859182543135775e+00,2.974897716141106763e+00
-9.326137027069102414e-01,3.000337609503327840e+00
-9.165105616947960554e-01,2.981657820351922172e+00
-8.344248279840272842e-01,3.003509658687466555e+00
-8.173767038993147160e-01,2.994387446061146818e+00
-7.392368028143951886e-01,3.018171558908555596e+00
-6.838169541604340873e-01,3.030664816473453538e+00
-6.238771027692655569e-01,3.014209080940130292e+00
-5.535267439520572541e-01,2.989176365304009320e+00
-5.340750905727208453e-01,3.012467405156134870e+00
-4.922458633775121939e-01,3.000384462159592314e+00
-4.335883531440215544e-01,2.988718574490778934e+00
-3.894261978227160359e-01,2.976888537038864690e+00
-3.166621132808253858e-01,3.030021112175207865e+00
-2.990562170182641255e-01,3.000652606765180419e+00
-2.494515920726313452e-01,2.997329567689020369e+00
-1.657309283489457608e-01,3.008864410447176230e+00
-1.521596583092475752e-01,3.005490732051761427e+00
-7.062369118175557126e-02,2.998729624393732696e+00
-3.218686780659930219e-02,2.984664923173721007e+00
8.948182246979251991e-03,3.002507492285118040e+00
8.262582205332527630e-02,3.022345008196475558e+00
1.079100192808505332e-01,2.974323025270274812e+00
1.848817570300758384e-01,3.007451612247646455e+00
2.263414391225235245e-01,3.022281654999551925e+00
2.703273731516840916e-01,3.015979176202965739e+00
3.609323524337895717e-01,2.999574756602127135e+00
3.992867998932302376e-01,3.005436960661465040e+00
4.301206949444941197e-01,2.994110038664590689e+00
4.693582411726239245e-01,2.977445706994867880e+00
5.546913234157566652e-01,3.012393653911491054e+00
5.776790219711334107e-01,2.999920048309693055e+00
6.577275597803918794e-01,2.991890335270543044e+00
6.948129615019761340e-01,2.997718646604417891e+00
7.228037737492756243e-01,3.010084208800313910e+00
7.820691107437459655e-01,3.027050416086500384e+00
8.297714098049440157e-01,2.983614811881431184e+00
9.113402929071078296e-01,3.014177910066805577e+00
9.413009020265260540e-01,3.022701274701804941e+00
1.022608481866164043e+00,2.971661949347971454e+00
1.054644745429416552e+00,3.006798753480293573e+00
1.086719440288934635e+00,3.011496540922629528e+00
